Sensor Network Edges with Distance, Cost and Capacity:
edge: (1, 11), distance: 123.113, receivecost: 0.4096, transmitcost: 6.6178, storagecost: 0.4096, energycapacity: 3500.0
edge: (53, 77), distance: 223.567, receivecost: 0.4096, transmitcost: 20.8823, storagecost: 0.4096, energycapacity: 3125.0
edge: (53, 96), distance: 147.799, receivecost: 0.4096, transmitcost: 9.3571, storagecost: 0.4096, energycapacity: 2666.0
edge: (53, 97), distance: 28.801, receivecost: 0.4096, transmitcost: 0.7494, storagecost: 0.4096, energycapacity: 2569.0
edge: (54, 100), distance: 139.444, receivecost: 0.4096, transmitcost: 8.3741, storagecost: 0.4096, energycapacity: 2754.0
edge: (54, 19), distance: 225.06, receivecost: 0.4096, transmitcost: 21.1567, storagecost: 0.4096, energycapacity: 3500.0
edge: (54, 25), distance: 125.491, receivecost: 0.4096, transmitcost: 6.86, storagecost: 0.4096, energycapacity: 3438.0
edge: (54, 27), distance: 172.849, receivecost: 0.4096, transmitcost: 12.6472, storagecost: 0.4096, energycapacity: 3453.0
edge: (54, 28), distance: 226.969, receivecost: 0.4096, transmitcost: 21.5101, storagecost: 0.4096, energycapacity: 2965.0
edge: (54, 38), distance: 145.642, receivecost: 0.4096, transmitcost: 9.0979, storagecost: 0.4096, energycapacity: 2606.0
edge: (54, 39), distance: 78.852, receivecost: 0.4096, transmitcost: 2.9564, storagecost: 0.4096, energycapacity: 3333.0
edge: (54, 41), distance: 222.439, receivecost: 0.4096, transmitcost: 20.6762, storagecost: 0.4096, energycapacity: 2750.0
edge: (54, 53), distance: 177.471, receivecost: 0.4096, transmitcost: 13.3103, storagecost: 0.4096, energycapacity: 3348.0
edge: (54, 61), distance: 198.025, receivecost: 0.4096, transmitcost: 16.4716, storagecost: 0.4096, energycapacity: 3313.0
edge: (54, 89), distance: 185.429, receivecost: 0.4096, transmitcost: 14.4933, storagecost: 0.4096, energycapacity: 2986.0
edge: (54, 97), distance: 185.122, receivecost: 0.4096, transmitcost: 14.4466, storagecost: 0.4096, energycapacity: 2569.0
edge: (55, 1), distance: 70.239, receivecost: 0.4096, transmitcost: 2.4304, storagecost: 0.4096, energycapacity: 3500.0
edge: (55, 11), distance: 144.406, receivecost: 0.4096, transmitcost: 8.9511, storagecost: 0.4096, energycapacity: 3500.0
edge: (55, 20), distance: 150.861, receivecost: 0.4096, transmitcost: 9.7317, storagecost: 0.4096, energycapacity: 3500.0
edge: (55, 31), distance: 233.474, receivecost: 0.4096, transmitcost: 22.737, storagecost: 0.4096, energycapacity: 3290.0
edge: (55, 32), distance: 164.115, receivecost: 0.4096, transmitcost: 11.4416, storagecost: 0.4096, energycapacity: 3043.0
edge: (55, 33), distance: 217.262, receivecost: 0.4096, transmitcost: 19.7438, storagecost: 0.4096, energycapacity: 3358.0
edge: (55, 37), distance: 90.884, receivecost: 0.4096, transmitcost: 3.7929, storagecost: 0.4096, energycapacity: 2653.0
edge: (55, 42), distance: 151.176, receivecost: 0.4096, transmitcost: 9.7707, storagecost: 0.4096, energycapacity: 3266.0
edge: (55, 47), distance: 196.243, receivecost: 0.4096, transmitcost: 16.1838, storagecost: 0.4096, energycapacity: 3079.0
edge: (55, 49), distance: 129.909, receivecost: 0.4096, transmitcost: 7.3221, storagecost: 0.4096, energycapacity: 3224.0
edge: (55, 66), distance: 103.95, receivecost: 0.4096, transmitcost: 4.8355, storagecost: 0.4096, energycapacity: 3165.0
edge: (55, 67), distance: 83.256, receivecost: 0.4096, transmitcost: 3.2488, storagecost: 0.4096, energycapacity: 3286.0
edge: (55, 69), distance: 87.391, receivecost: 0.4096, transmitcost: 3.5378, storagecost: 0.4096, energycapacity: 3286.0
edge: (55, 71), distance: 140.958, receivecost: 0.4096, transmitcost: 8.548, storagecost: 0.4096, energycapacity: 3102.0
edge: (55, 84), distance: 215.866, receivecost: 0.4096, transmitcost: 19.4961, storagecost: 0.4096, energycapacity: 3207.0
edge: (55, 86), distance: 236.107, receivecost: 0.4096, transmitcost: 23.2433, storagecost: 0.4096, energycapacity: 2873.0
edge: (56, 100), distance: 191.138, receivecost: 0.4096, transmitcost: 15.3738, storagecost: 0.4096, energycapacity: 2754.0
edge: (56, 15), distance: 244.691, receivecost: 0.4096, transmitcost: 24.9338, storagecost: 0.4096, energycapacity: 3500.0
edge: (56, 22), distance: 111.698, receivecost: 0.4096, transmitcost: 5.5199, storagecost: 0.4096, energycapacity: 2923.0
edge: (56, 24), distance: 233.768, receivecost: 0.4096, transmitcost: 22.7933, storagecost: 0.4096, energycapacity: 2929.0
edge: (56, 25), distance: 186.33, receivecost: 0.4096, transmitcost: 14.6304, storagecost: 0.4096, energycapacity: 3438.0
edge: (56, 38), distance: 157.433, receivecost: 0.4096, transmitcost: 10.5615, storagecost: 0.4096, energycapacity: 2606.0
edge: (56, 68), distance: 154.503, receivecost: 0.4096, transmitcost: 10.1873, storagecost: 0.4096, energycapacity: 2988.0
edge: (56, 73), distance: 171.438, receivecost: 0.4096, transmitcost: 12.4481, storagecost: 0.4096, energycapacity: 2596.0
edge: (56, 87), distance: 232.463, receivecost: 0.4096, transmitcost: 22.544, storagecost: 0.4096, energycapacity: 3351.0
edge: (56, 88), distance: 226.752, receivecost: 0.4096, transmitcost: 21.4697, storagecost: 0.4096, energycapacity: 2585.0
edge: (56, 89), distance: 152.599, receivecost: 0.4096, transmitcost: 9.9478, storagecost: 0.4096, energycapacity: 2986.0
edge: (56, 9), distance: 165.767, receivecost: 0.4096, transmitcost: 11.6649, storagecost: 0.4096, energycapacity: 3500.0
edge: (56, 91), distance: 100.664, receivecost: 0.4096, transmitcost: 4.5602, storagecost: 0.4096, energycapacity: 2821.0
edge: (57, 60), distance: 171.045, receivecost: 0.4096, transmitcost: 12.3931, storagecost: 0.4096, energycapacity: 3345.0
edge: (57, 74), distance: 79.017, receivecost: 0.4096, transmitcost: 2.967, storagecost: 0.4096, energycapacity: 2510.0
edge: (57, 80), distance: 144.698, receivecost: 0.4096, transmitcost: 8.9857, storagecost: 0.4096, energycapacity: 2954.0
edge: (58, 16), distance: 236.243, receivecost: 0.4096, transmitcost: 23.2697, storagecost: 0.4096, energycapacity: 3500.0
edge: (58, 23), distance: 227.343, receivecost: 0.4096, transmitcost: 21.5797, storagecost: 0.4096, energycapacity: 3356.0
edge: (58, 60), distance: 195.311, receivecost: 0.4096, transmitcost: 16.0343, storagecost: 0.4096, energycapacity: 3345.0
edge: (58, 92), distance: 228.598, receivecost: 0.4096, transmitcost: 21.8142, storagecost: 0.4096, energycapacity: 3071.0
edge: (58, 93), distance: 99.161, receivecost: 0.4096, transmitcost: 4.4372, storagecost: 0.4096, energycapacity: 3226.0
edge: (59, 11), distance: 146.323, receivecost: 0.4096, transmitcost: 9.1793, storagecost: 0.4096, energycapacity: 3500.0
edge: (59, 20), distance: 173.831, receivecost: 0.4096, transmitcost: 12.7866, storagecost: 0.4096, energycapacity: 3500.0
edge: (59, 23), distance: 207.44, receivecost: 0.4096, transmitcost: 18.0353, storagecost: 0.4096, energycapacity: 3356.0
edge: (59, 29), distance: 51.521, receivecost: 0.4096, transmitcost: 1.4969, storagecost: 0.4096, energycapacity: 2712.0
edge: (59, 31), distance: 146.61, receivecost: 0.4096, transmitcost: 9.2138, storagecost: 0.4096, energycapacity: 3290.0
edge: (59, 32), distance: 134.988, receivecost: 0.4096, transmitcost: 7.8733, storagecost: 0.4096, energycapacity: 3043.0
edge: (59, 33), distance: 242.531, receivecost: 0.4096, transmitcost: 24.5028, storagecost: 0.4096, energycapacity: 3358.0
edge: (59, 35), distance: 233.94, receivecost: 0.4096, transmitcost: 22.8262, storagecost: 0.4096, energycapacity: 3434.0
edge: (59, 40), distance: 217.7, receivecost: 0.4096, transmitcost: 19.8219, storagecost: 0.4096, energycapacity: 3109.0
edge: (59, 42), distance: 162.372, receivecost: 0.4096, transmitcost: 11.2086, storagecost: 0.4096, energycapacity: 3266.0
edge: (59, 43), distance: 66.129, receivecost: 0.4096, transmitcost: 2.2008, storagecost: 0.4096, energycapacity: 2872.0
edge: (59, 47), distance: 166.932, receivecost: 0.4096, transmitcost: 11.8236, storagecost: 0.4096, energycapacity: 3079.0
edge: (59, 65), distance: 171.456, receivecost: 0.4096, transmitcost: 12.4507, storagecost: 0.4096, energycapacity: 3438.0
edge: (59, 66), distance: 247.098, receivecost: 0.4096, transmitcost: 25.4187, storagecost: 0.4096, energycapacity: 3165.0
edge: (59, 67), distance: 206.698, receivecost: 0.4096, transmitcost: 17.9093, storagecost: 0.4096, energycapacity: 3286.0
edge: (59, 69), distance: 213.521, receivecost: 0.4096, transmitcost: 19.0838, storagecost: 0.4096, energycapacity: 3286.0
edge: (59, 71), distance: 170.659, receivecost: 0.4096, transmitcost: 12.3389, storagecost: 0.4096, energycapacity: 3102.0
edge: (59, 76), distance: 122.482, receivecost: 0.4096, transmitcost: 6.5543, storagecost: 0.4096, energycapacity: 2998.0
edge: (59, 8), distance: 8.832, receivecost: 0.4096, transmitcost: 0.4416, storagecost: 0.4096, energycapacity: 3500.0
edge: (59, 84), distance: 90.586, receivecost: 0.4096, transmitcost: 3.7707, storagecost: 0.4096, energycapacity: 3207.0
edge: (59, 86), distance: 131.11, receivecost: 0.4096, transmitcost: 7.4505, storagecost: 0.4096, energycapacity: 2873.0
edge: (59, 87), distance: 227.531, receivecost: 0.4096, transmitcost: 21.6147, storagecost: 0.4096, energycapacity: 3351.0
edge: (59, 92), distance: 101.234, receivecost: 0.4096, transmitcost: 4.6073, storagecost: 0.4096, energycapacity: 3071.0
edge: (59, 95), distance: 11.851, receivecost: 0.4096, transmitcost: 0.4671, storagecost: 0.4096, energycapacity: 3247.0
edge: (59, 98), distance: 232.965, receivecost: 0.4096, transmitcost: 22.6397, storagecost: 0.4096, energycapacity: 2606.0
edge: (6, 14), distance: 214.851, receivecost: 0.4096, transmitcost: 19.3171, storagecost: 0.4096, energycapacity: 3500.0
edge: (6, 15), distance: 187.387, receivecost: 0.4096, transmitcost: 14.7922, storagecost: 0.4096, energycapacity: 3500.0
edge: (6, 30), distance: 192.973, receivecost: 0.4096, transmitcost: 15.6625, storagecost: 0.4096, energycapacity: 3253.0
edge: (6, 44), distance: 71.19, receivecost: 0.4096, transmitcost: 2.4854, storagecost: 0.4096, energycapacity: 3484.0
edge: (6, 73), distance: 105.521, receivecost: 0.4096, transmitcost: 4.9704, storagecost: 0.4096, energycapacity: 2596.0
edge: (6, 77), distance: 134.339, receivecost: 0.4096, transmitcost: 7.8016, storagecost: 0.4096, energycapacity: 3125.0
edge: (6, 79), distance: 44.44, receivecost: 0.4096, transmitcost: 1.2185, storagecost: 0.4096, energycapacity: 3265.0
edge: (6, 94), distance: 125.766, receivecost: 0.4096, transmitcost: 6.8882, storagecost: 0.4096, energycapacity: 3115.0
edge: (60, 16), distance: 163.944, receivecost: 0.4096, transmitcost: 11.4187, storagecost: 0.4096, energycapacity: 3500.0
edge: (60, 17), distance: 214.475, receivecost: 0.4096, transmitcost: 19.2511, storagecost: 0.4096, energycapacity: 3500.0
edge: (60, 50), distance: 242.101, receivecost: 0.4096, transmitcost: 24.4174, storagecost: 0.4096, energycapacity: 3434.0
edge: (60, 57), distance: 171.045, receivecost: 0.4096, transmitcost: 12.3931, storagecost: 0.4096, energycapacity: 2754.0
edge: (60, 58), distance: 195.311, receivecost: 0.4096, transmitcost: 16.0343, storagecost: 0.4096, energycapacity: 3387.0
edge: (60, 70), distance: 228.772, receivecost: 0.4096, transmitcost: 21.8467, storagecost: 0.4096, energycapacity: 3146.0
edge: (60, 74), distance: 129.083, receivecost: 0.4096, transmitcost: 7.2345, storagecost: 0.4096, energycapacity: 2510.0
edge: (60, 80), distance: 133.334, receivecost: 0.4096, transmitcost: 7.6915, storagecost: 0.4096, energycapacity: 2954.0
edge: (60, 93), distance: 185.727, receivecost: 0.4096, transmitcost: 14.5386, storagecost: 0.4096, energycapacity: 3226.0
edge: (61, 16), distance: 181.281, receivecost: 0.4096, transmitcost: 13.8702, storagecost: 0.4096, energycapacity: 3500.0
edge: (61, 17), distance: 158.709, receivecost: 0.4096, transmitcost: 10.7268, storagecost: 0.4096, energycapacity: 3500.0
edge: (61, 19), distance: 133.037, receivecost: 0.4096, transmitcost: 7.659, storagecost: 0.4096, energycapacity: 3500.0
edge: (61, 2), distance: 75.212, receivecost: 0.4096, transmitcost: 2.7266, storagecost: 0.4096, energycapacity: 3500.0
edge: (61, 27), distance: 196.619, receivecost: 0.4096, transmitcost: 16.2443, storagecost: 0.4096, energycapacity: 3453.0
edge: (61, 28), distance: 96.682, receivecost: 0.4096, transmitcost: 4.2383, storagecost: 0.4096, energycapacity: 2965.0
edge: (61, 39), distance: 242.468, receivecost: 0.4096, transmitcost: 24.4903, storagecost: 0.4096, energycapacity: 3333.0
edge: (61, 41), distance: 57.212, receivecost: 0.4096, transmitcost: 1.7503, storagecost: 0.4096, energycapacity: 2750.0
edge: (61, 50), distance: 117.421, receivecost: 0.4096, transmitcost: 6.057, storagecost: 0.4096, energycapacity: 3434.0
edge: (61, 54), distance: 198.025, receivecost: 0.4096, transmitcost: 16.4716, storagecost: 0.4096, energycapacity: 3033.0
edge: (61, 70), distance: 176.372, receivecost: 0.4096, transmitcost: 13.1511, storagecost: 0.4096, energycapacity: 3146.0
edge: (62, 10), distance: 101.365, receivecost: 0.4096, transmitcost: 4.6182, storagecost: 0.4096, energycapacity: 3500.0
edge: (62, 14), distance: 133.375, receivecost: 0.4096, transmitcost: 7.696, storagecost: 0.4096, energycapacity: 3500.0
edge: (62, 15), distance: 171.33, receivecost: 0.4096, transmitcost: 12.433, storagecost: 0.4096, energycapacity: 3500.0
edge: (62, 27), distance: 238.36, receivecost: 0.4096, transmitcost: 23.6812, storagecost: 0.4096, energycapacity: 3453.0
edge: (62, 30), distance: 137.393, receivecost: 0.4096, transmitcost: 8.1416, storagecost: 0.4096, energycapacity: 3253.0
edge: (62, 44), distance: 240.777, receivecost: 0.4096, transmitcost: 24.1556, storagecost: 0.4096, energycapacity: 3484.0
edge: (62, 52), distance: 96.7, receivecost: 0.4096, transmitcost: 4.2397, storagecost: 0.4096, energycapacity: 3039.0
edge: (62, 53), distance: 151.453, receivecost: 0.4096, transmitcost: 9.805, storagecost: 0.4096, energycapacity: 3348.0
edge: (62, 75), distance: 60.849, receivecost: 0.4096, transmitcost: 1.9262, storagecost: 0.4096, energycapacity: 2640.0
edge: (62, 77), distance: 175.41, receivecost: 0.4096, transmitcost: 13.0125, storagecost: 0.4096, energycapacity: 3125.0
edge: (62, 94), distance: 203.485, receivecost: 0.4096, transmitcost: 17.3696, storagecost: 0.4096, energycapacity: 3115.0
edge: (62, 96), distance: 40.389, receivecost: 0.4096, transmitcost: 1.0778, storagecost: 0.4096, energycapacity: 2666.0
edge: (62, 97), distance: 149.188, receivecost: 0.4096, transmitcost: 9.526, storagecost: 0.4096, energycapacity: 2569.0
edge: (63, 12), distance: 165.378, receivecost: 0.4096, transmitcost: 11.6122, storagecost: 0.4096, energycapacity: 3500.0
edge: (63, 13), distance: 157.577, receivecost: 0.4096, transmitcost: 10.5801, storagecost: 0.4096, energycapacity: 3500.0
edge: (63, 18), distance: 200.359, receivecost: 0.4096, transmitcost: 16.8525, storagecost: 0.4096, energycapacity: 3500.0
edge: (63, 21), distance: 68.351, receivecost: 0.4096, transmitcost: 2.3232, storagecost: 0.4096, energycapacity: 2698.0
edge: (63, 36), distance: 155.314, receivecost: 0.4096, transmitcost: 10.2902, storagecost: 0.4096, energycapacity: 3261.0
edge: (63, 4), distance: 36.101, receivecost: 0.4096, transmitcost: 0.9434, storagecost: 0.4096, energycapacity: 3500.0
edge: (63, 48), distance: 210.244, receivecost: 0.4096, transmitcost: 18.515, storagecost: 0.4096, energycapacity: 3161.0
edge: (63, 51), distance: 193.915, receivecost: 0.4096, transmitcost: 15.8118, storagecost: 0.4096, energycapacity: 2738.0
edge: (63, 7), distance: 49.903, receivecost: 0.4096, transmitcost: 1.4296, storagecost: 0.4096, energycapacity: 3500.0
edge: (63, 81), distance: 149.39, receivecost: 0.4096, transmitcost: 9.5508, storagecost: 0.4096, energycapacity: 2992.0
edge: (63, 82), distance: 120.311, receivecost: 0.4096, transmitcost: 6.3384, storagecost: 0.4096, energycapacity: 2804.0
edge: (63, 85), distance: 189.21, receivecost: 0.4096, transmitcost: 15.0735, storagecost: 0.4096, energycapacity: 3380.0
edge: (63, 99), distance: 38.825, receivecost: 0.4096, transmitcost: 1.027, storagecost: 0.4096, energycapacity: 2885.0
edge: (64, 1), distance: 181.983, receivecost: 0.4096, transmitcost: 13.9747, storagecost: 0.4096, energycapacity: 3500.0
edge: (64, 11), distance: 239.17, receivecost: 0.4096, transmitcost: 23.8396, storagecost: 0.4096, energycapacity: 3500.0
edge: (64, 20), distance: 154.379, receivecost: 0.4096, transmitcost: 10.1715, storagecost: 0.4096, energycapacity: 3500.0
edge: (64, 26), distance: 70.707, receivecost: 0.4096, transmitcost: 2.4574, storagecost: 0.4096, energycapacity: 3171.0
edge: (64, 31), distance: 142.466, receivecost: 0.4096, transmitcost: 8.723, storagecost: 0.4096, energycapacity: 3290.0
edge: (64, 34), distance: 164.332, receivecost: 0.4096, transmitcost: 11.4709, storagecost: 0.4096, energycapacity: 2934.0
edge: (64, 42), distance: 168.502, receivecost: 0.4096, transmitcost: 12.0393, storagecost: 0.4096, energycapacity: 3266.0
edge: (64, 47), distance: 128.627, receivecost: 0.4096, transmitcost: 7.1864, storagecost: 0.4096, energycapacity: 3079.0
edge: (64, 67), distance: 229.893, receivecost: 0.4096, transmitcost: 22.0573, storagecost: 0.4096, energycapacity: 3286.0
edge: (64, 69), distance: 191.608, receivecost: 0.4096, transmitcost: 15.4475, storagecost: 0.4096, energycapacity: 3286.0
edge: (64, 72), distance: 74.516, receivecost: 0.4096, transmitcost: 2.684, storagecost: 0.4096, energycapacity: 2702.0
edge: (64, 78), distance: 86.065, receivecost: 0.4096, transmitcost: 3.4436, storagecost: 0.4096, energycapacity: 3489.0
edge: (64, 84), distance: 207.473, receivecost: 0.4096, transmitcost: 18.0408, storagecost: 0.4096, energycapacity: 3207.0
edge: (64, 86), distance: 157.957, receivecost: 0.4096, transmitcost: 10.6293, storagecost: 0.4096, energycapacity: 2873.0
edge: (64, 90), distance: 164.003, receivecost: 0.4096, transmitcost: 11.4266, storagecost: 0.4096, energycapacity: 3305.0
edge: (65, 11), distance: 212.782, receivecost: 0.4096, transmitcost: 18.9547, storagecost: 0.4096, energycapacity: 3500.0
edge: (65, 22), distance: 173.617, receivecost: 0.4096, transmitcost: 12.7561, storagecost: 0.4096, energycapacity: 2923.0
edge: (65, 23), distance: 124.247, receivecost: 0.4096, transmitcost: 6.7327, storagecost: 0.4096, energycapacity: 3356.0
edge: (65, 29), distance: 127.375, receivecost: 0.4096, transmitcost: 7.0552, storagecost: 0.4096, energycapacity: 2712.0
edge: (65, 32), distance: 183.049, receivecost: 0.4096, transmitcost: 14.134, storagecost: 0.4096, energycapacity: 3043.0
edge: (65, 33), distance: 159.141, receivecost: 0.4096, transmitcost: 10.7831, storagecost: 0.4096, energycapacity: 3358.0
edge: (65, 35), distance: 106.964, receivecost: 0.4096, transmitcost: 5.0959, storagecost: 0.4096, energycapacity: 3434.0
edge: (65, 40), distance: 71.379, receivecost: 0.4096, transmitcost: 2.4965, storagecost: 0.4096, energycapacity: 3109.0
edge: (65, 43), distance: 105.361, receivecost: 0.4096, transmitcost: 4.9566, storagecost: 0.4096, energycapacity: 2872.0
edge: (65, 59), distance: 171.456, receivecost: 0.4096, transmitcost: 12.4507, storagecost: 0.4096, energycapacity: 3149.0
edge: (65, 66), distance: 241.22, receivecost: 0.4096, transmitcost: 24.243, storagecost: 0.4096, energycapacity: 3165.0
edge: (65, 71), distance: 192.647, receivecost: 0.4096, transmitcost: 15.6111, storagecost: 0.4096, energycapacity: 3102.0
edge: (65, 76), distance: 71.868, receivecost: 0.4096, transmitcost: 2.5252, storagecost: 0.4096, energycapacity: 2998.0
edge: (65, 8), distance: 177.609, receivecost: 0.4096, transmitcost: 13.3305, storagecost: 0.4096, energycapacity: 3500.0
edge: (65, 84), distance: 228.08, receivecost: 0.4096, transmitcost: 21.7172, storagecost: 0.4096, energycapacity: 3207.0
edge: (65, 87), distance: 61.793, receivecost: 0.4096, transmitcost: 1.9736, storagecost: 0.4096, energycapacity: 3351.0
edge: (65, 88), distance: 90.3, receivecost: 0.4096, transmitcost: 3.7495, storagecost: 0.4096, energycapacity: 2585.0
edge: (65, 89), distance: 242.216, receivecost: 0.4096, transmitcost: 24.4403, storagecost: 0.4096, energycapacity: 2986.0
edge: (65, 9), distance: 183.508, receivecost: 0.4096, transmitcost: 14.2029, storagecost: 0.4096, energycapacity: 3500.0
edge: (65, 91), distance: 223.813, receivecost: 0.4096, transmitcost: 20.9274, storagecost: 0.4096, energycapacity: 2821.0
edge: (65, 92), distance: 177.909, receivecost: 0.4096, transmitcost: 13.3741, storagecost: 0.4096, energycapacity: 3071.0
edge: (65, 95), distance: 180.328, receivecost: 0.4096, transmitcost: 13.7291, storagecost: 0.4096, energycapacity: 3247.0
edge: (66, 1), distance: 143.92, receivecost: 0.4096, transmitcost: 8.8936, storagecost: 0.4096, energycapacity: 3500.0
edge: (66, 11), distance: 113.912, receivecost: 0.4096, transmitcost: 5.7246, storagecost: 0.4096, energycapacity: 3500.0
edge: (66, 20), distance: 175.279, receivecost: 0.4096, transmitcost: 12.9937, storagecost: 0.4096, energycapacity: 3500.0
edge: (66, 31), distance: 248.952, receivecost: 0.4096, transmitcost: 25.7953, storagecost: 0.4096, energycapacity: 3290.0
edge: (66, 32), distance: 113.078, receivecost: 0.4096, transmitcost: 5.647, storagecost: 0.4096, energycapacity: 3043.0
edge: (66, 33), distance: 113.342, receivecost: 0.4096, transmitcost: 5.6715, storagecost: 0.4096, energycapacity: 3358.0
edge: (66, 35), distance: 175.091, receivecost: 0.4096, transmitcost: 12.9667, storagecost: 0.4096, energycapacity: 3434.0
edge: (66, 37), distance: 101.487, receivecost: 0.4096, transmitcost: 4.6283, storagecost: 0.4096, energycapacity: 2653.0
edge: (66, 40), distance: 203.432, receivecost: 0.4096, transmitcost: 17.3607, storagecost: 0.4096, energycapacity: 3109.0
edge: (66, 42), distance: 166.591, receivecost: 0.4096, transmitcost: 11.777, storagecost: 0.4096, energycapacity: 3266.0
edge: (66, 43), distance: 231.835, receivecost: 0.4096, transmitcost: 22.4245, storagecost: 0.4096, energycapacity: 2872.0
edge: (66, 47), distance: 221.408, receivecost: 0.4096, transmitcost: 20.4889, storagecost: 0.4096, energycapacity: 3079.0
edge: (66, 49), distance: 113.713, receivecost: 0.4096, transmitcost: 5.706, storagecost: 0.4096, energycapacity: 3224.0
edge: (66, 55), distance: 103.95, receivecost: 0.4096, transmitcost: 4.8355, storagecost: 0.4096, energycapacity: 3338.0
edge: (66, 59), distance: 247.098, receivecost: 0.4096, transmitcost: 25.4187, storagecost: 0.4096, energycapacity: 3149.0
edge: (66, 65), distance: 241.22, receivecost: 0.4096, transmitcost: 24.243, storagecost: 0.4096, energycapacity: 3438.0
edge: (66, 67), distance: 86.933, receivecost: 0.4096, transmitcost: 3.5051, storagecost: 0.4096, energycapacity: 3286.0
edge: (66, 69), distance: 124.24, receivecost: 0.4096, transmitcost: 6.732, storagecost: 0.4096, energycapacity: 3286.0
edge: (66, 71), distance: 76.512, receivecost: 0.4096, transmitcost: 2.8074, storagecost: 0.4096, energycapacity: 3102.0
edge: (66, 83), distance: 210.222, receivecost: 0.4096, transmitcost: 18.5111, storagecost: 0.4096, energycapacity: 3331.0
edge: (66, 84), distance: 201.272, receivecost: 0.4096, transmitcost: 17.0027, storagecost: 0.4096, energycapacity: 3207.0
edge: (66, 86), distance: 244.944, receivecost: 0.4096, transmitcost: 24.9846, storagecost: 0.4096, energycapacity: 2873.0
edge: (66, 87), distance: 238.203, receivecost: 0.4096, transmitcost: 23.6506, storagecost: 0.4096, energycapacity: 3351.0
edge: (66, 88), distance: 231.382, receivecost: 0.4096, transmitcost: 22.3387, storagecost: 0.4096, energycapacity: 2585.0
edge: (67, 1), distance: 72.901, receivecost: 0.4096, transmitcost: 2.5864, storagecost: 0.4096, energycapacity: 3500.0
edge: (67, 11), distance: 61.331, receivecost: 0.4096, transmitcost: 1.9503, storagecost: 0.4096, energycapacity: 3500.0
edge: (67, 20), distance: 90.106, receivecost: 0.4096, transmitcost: 3.7352, storagecost: 0.4096, energycapacity: 3500.0
edge: (67, 29), distance: 232.182, receivecost: 0.4096, transmitcost: 22.4905, storagecost: 0.4096, energycapacity: 2712.0
edge: (67, 31), distance: 168.824, receivecost: 0.4096, transmitcost: 12.0838, storagecost: 0.4096, energycapacity: 3290.0
edge: (67, 32), distance: 83.892, receivecost: 0.4096, transmitcost: 3.2923, storagecost: 0.4096, energycapacity: 3043.0
edge: (67, 33), distance: 179.864, receivecost: 0.4096, transmitcost: 13.6606, storagecost: 0.4096, energycapacity: 3358.0
edge: (67, 35), distance: 228.767, receivecost: 0.4096, transmitcost: 21.8458, storagecost: 0.4096, energycapacity: 3434.0
edge: (67, 37), distance: 148.003, receivecost: 0.4096, transmitcost: 9.3818, storagecost: 0.4096, energycapacity: 2653.0
edge: (67, 40), distance: 246.756, receivecost: 0.4096, transmitcost: 25.3496, storagecost: 0.4096, energycapacity: 3109.0
edge: (67, 42), distance: 83.709, receivecost: 0.4096, transmitcost: 3.2797, storagecost: 0.4096, energycapacity: 3266.0
edge: (67, 43), distance: 215.545, receivecost: 0.4096, transmitcost: 19.4395, storagecost: 0.4096, energycapacity: 2872.0
edge: (67, 47), distance: 137.391, receivecost: 0.4096, transmitcost: 8.1414, storagecost: 0.4096, energycapacity: 3079.0
edge: (67, 49), distance: 177.523, receivecost: 0.4096, transmitcost: 13.3179, storagecost: 0.4096, energycapacity: 3224.0
edge: (67, 55), distance: 83.256, receivecost: 0.4096, transmitcost: 3.2488, storagecost: 0.4096, energycapacity: 3338.0
edge: (67, 59), distance: 206.698, receivecost: 0.4096, transmitcost: 17.9093, storagecost: 0.4096, energycapacity: 3149.0
edge: (67, 64), distance: 229.893, receivecost: 0.4096, transmitcost: 22.0573, storagecost: 0.4096, energycapacity: 3306.0
edge: (67, 66), distance: 86.933, receivecost: 0.4096, transmitcost: 3.5051, storagecost: 0.4096, energycapacity: 3165.0
edge: (67, 69), distance: 39.315, receivecost: 0.4096, transmitcost: 1.0427, storagecost: 0.4096, energycapacity: 3286.0
edge: (67, 71), distance: 70.832, receivecost: 0.4096, transmitcost: 2.4646, storagecost: 0.4096, energycapacity: 3102.0
edge: (67, 8), distance: 213.506, receivecost: 0.4096, transmitcost: 19.0812, storagecost: 0.4096, energycapacity: 3500.0
edge: (67, 84), distance: 136.527, receivecost: 0.4096, transmitcost: 8.0444, storagecost: 0.4096, energycapacity: 3207.0
edge: (67, 86), distance: 167.567, receivecost: 0.4096, transmitcost: 11.9107, storagecost: 0.4096, energycapacity: 2873.0
edge: (67, 95), distance: 215.324, receivecost: 0.4096, transmitcost: 19.4005, storagecost: 0.4096, energycapacity: 3247.0
edge: (68, 13), distance: 166.245, receivecost: 0.4096, transmitcost: 11.7299, storagecost: 0.4096, energycapacity: 3500.0
edge: (68, 22), distance: 220.84, receivecost: 0.4096, transmitcost: 20.386, storagecost: 0.4096, energycapacity: 2923.0
edge: (68, 24), distance: 122.26, receivecost: 0.4096, transmitcost: 6.5321, storagecost: 0.4096, energycapacity: 2929.0
edge: (68, 36), distance: 189.497, receivecost: 0.4096, transmitcost: 15.1179, storagecost: 0.4096, energycapacity: 3261.0
edge: (68, 51), distance: 172.354, receivecost: 0.4096, transmitcost: 12.5771, storagecost: 0.4096, energycapacity: 2738.0
